id,total_men,total_women,total_pop,age_0_10,age_11_19,age_20_39,age_40_59,age_60_and_over,age1,age2,age3,age4,age5,illiteracy,illiteracy11_19,illiteracy20_39,illiteracy40_59,illiteracy_60,illiteracy_m,illiteracy_f,illiteracy_m_11_19,illiteracy_f_11_19,illiteracy_m_21_39,illiteracy_f_21_39,illiteracy_m_40_59,illiteracy_f_40_59,illiteracy_m_60,illiteracy_f_60,orthodox,protestant,rcatholic,muslim,otherrel,orthd,cthlc,evngl,muslm,othr_r,s_lang_srb_cro_svn,s_lang_othr_slavic,s_lang_hungarian,s_lang_german,s_lang_albanian,s_lang_other,t_employed_agriculture_perc,t_employed_agriculture_men_perc,t_employed_agriculture_women_perc,t_employed_industry_perc,t_employed_industry_men_perc,t_employed_industry_women_perc,t_employed_commerce_perc,t_employed_commerce_men_perc,t_employed_commerce_women_perc,t_employed_public_service_perc,t_employed_public_service_men_perc,t_employed_public_service_women_perc,t_employed_other_perc,t_employed_other_men_perc,t_employed_other_women_perc
255,8633,10215,18848,4727,2548,5525,3591,2457,25.1,13.5,29.3,19.1,13,16,2.786499215,4.959276018,21.27541075,46.64224664,11.7,19.4,3.3,2.2,4.6,5.3,16.3,24.7,31.2,58.9,1.2,0,98.6,0.1,0.11,223,18581,3,21,20,99.31,0.32,0.05,0.14,0.000,0.18,59.15036099,48.94249257,74.37434828,17.76708172,23.84198567,8.706986444,11.37386209,16.13354309,4.275286757,3.693627707,4.334906485,2.737226277,8.01506749,6.74707219,9.906152242
256,8079,8032,16111,2768,2492,5998,3455,1398,17.2,15.5,37.2,21.4,8.7,8.2,1.243980738,5.235078359,10.39073806,27.53934192,5.7,10.7,0.7,1.8,5.6,4.9,6.1,14.4,15.7,36.4,6.1,0.4,92.1,0.4,1.05,987,14833,57,65,169,96.13,0.76,0.31,0.97,0.273,1.55,7.782934666,6.431673906,11.12949938,27.6091872,29.11794186,23.8725693,31.75056527,37.43735383,17.66652875,14.68523146,16.10424323,11.17087298,18.1720814,10.90878717,36.16052958
257,16976,17526,34502,7999,5126,11038,7109,3230,23.2,14.9,32,20.6,9.4,35.5,15.33359345,24.8505164,52.34210156,67.05882353,21.5,48.9,9,21.6,12,37,31.2,70.6,50.7,85.7,0.1,0,99.8,0,0.06,29,34450,2,1,20,99.63,0.06,0.01,0.03,0.000,0.27,94.73288187,93.49620612,96.97565401,2.762549715,3.893938131,0.710721307,0.78469311,0.975569082,0.438530168,1.123293561,1.150671225,1.073642825,0.596581748,0.483615442,0.801451686
258,5485,6491,11976,4173,1760,2962,1850,1231,34.8,14.7,24.7,15.4,10.3,64.3,43.35227273,57.5624578,78.81081081,88.87083672,40.1,82.7,21.2,62.3,23.9,80.5,53.2,95.1,80.3,98,74.3,0,25.7,0,0.01,8897,3077,0,1,1,99.92,0.02,0.01,0.02,0.000,0.03,94.98404821,93.19302861,97.07804691,2.250974832,3.354159816,0.961168781,0.957107409,1.085169352,0.807381776,1.435661113,2.005919106,0.768935025,0.372208437,0.361723117,0.384467512
259,11804,12292,24096,5530,3427,7791,4919,2429,22.9,14.2,32.3,20.4,10.1,22.7,7.791070907,12.51443974,32.87253507,55.86661177,21.6,23.8,7.7,7.9,12,13,30.8,34.8,54.1,57.6,4.3,1,92.6,0,2.08,1029,22323,236,6,502,85.55,1.32,2.12,7.97,0.004,3.03,71.17945194,65.75144509,84.68684447,20.47074994,25.93930636,6.862451304,3.470492226,4.082369942,1.947857357,1.87269135,1.842485549,1.947857357,3.006614552,2.384393064,4.554989512
260,22407,23332,45739,13381,6913,13579,8048,3818,29.3,15.1,29.7,17.6,8.3,22.6,9.518298857,17.24721997,32.08250497,45.075956,16.8,28,7.3,11.7,11.6,22.6,23.6,39.2,38,52.8,0.1,0,99.8,0,0.12,24,45655,6,0,54,99.56,0.07,0.03,0.07,0.000,0.27,94.53697535,93.34032145,96.62400975,3.331112592,4.395527603,1.474710542,0.750610704,0.992313068,0.329067642,0.781701088,0.817610063,0.719073736,0.599600266,0.454227813,0.85313833
261,7496,7116,14612,2826,2435,5023,2874,1454,19.3,16.7,34.4,19.7,10,12.3,3.449691992,12.32331276,13.84829506,23.59009629,10,14.6,2.2,5,12.6,11.9,6.8,19.4,21.2,25.6,4.9,0.3,89.7,1.5,3.62,709,13110,45,219,529,95.01,1.39,0.85,1.85,0.582,0.32,18.23946289,16.70301708,21.56631248,29.98881015,31.40676118,26.91853601,11.71204774,12.92257361,9.090909091,21.49695387,26.46310433,10.74380165,18.56272535,12.5045438,31.68044077
262,17241,18538,35779,9086,5294,11381,6714,3304,25.4,14.8,31.8,18.8,9.2,36.7,17.51038912,24.55847465,55.49597855,70.73244552,27.2,45.2,13.7,21.1,16.8,31.7,39.2,67.9,60.9,81,0.2,0.1,99.6,0,0.12,75,35634,21,5,44,98.45,0.10,0.04,0.12,0.000,1.30,90.05583061,87.71438275,93.881798,5.767407563,8.210222449,1.775804661,1.127146318,1.40940737,0.665926748,1.369430106,1.443368993,1.248612653,1.6801854,1.222618441,2.427857936
263,17156,17669,34825,8143,4550,10920,7266,3946,23.4,13.1,31.4,20.9,11.3,18.8,9.494505495,13.41575092,21.02945224,40.44602129,17.1,20.5,10,9,11.5,15.3,18.8,23,37.9,42.9,13.6,6.7,77.6,0,2.10,4727,27034,2323,10,731,75.91,1.30,3.92,17.13,0.000,1.73,84.79864827,81.43886083,91.94855532,8.617290904,11.78077655,1.885130374,2.641509434,3.468830201,0.880902044,1.655871585,1.680602699,1.60324172,2.286679809,1.630929713,3.682170543
264,6551,6716,13267,2686,1982,4904,2555,1140,20.2,14.9,37,19.3,8.6,10.9,4.137235116,9.135399674,12.99412916,25.96491228,8,13.8,3.5,4.8,6.7,11.6,8.8,16.7,21.1,29.9,15.7,5.8,71.9,0.7,5.87,2080,9544,775,89,779,66.35,1.91,7.27,23.69,0.415,0.38,11.6923556,12.21374046,10.25190393,35.12377394,37.19253605,29.40831869,21.5008563,24.68193384,12.71236087,13.63848669,14.7158609,10.66198008,18.04452748,11.19592875,36.96543644
265,19176,19976,39152,12052,5646,12297,6626,2531,30.8,14.4,31.4,16.9,6.5,27.3,14.43499823,21.77766935,38.22819197,53.85223232,21.7,32.5,11.6,17.1,15.7,27.5,31.7,44.4,46.5,61.1,25.2,0.4,73.6,0,0.77,9873,28798,174,4,303,83.85,0.33,8.42,6.54,0.008,0.85,88.71698113,86.34361233,93.34075016,5.76819407,8.296622614,0.842339479,1.331536388,1.819220101,0.381436745,1.293800539,1.411323217,1.064844247,2.889487871,2.129221733,4.370629371
266,5404,5248,10652,2537,1539,3600,2008,968,23.8,14.4,33.8,18.9,9.1,14.4,5.458089669,11.55555556,17.08167331,33.67768595,12.4,16.5,4.1,7,10.4,12.8,14.1,19.8,30.4,37,3.8,2.5,90.7,0.6,2.38,405,9664,263,67,253,80.36,2.15,10.50,6.04,0.066,0.89,43.29699751,38.4736428,56.28531073,29.68062727,35.43141883,14.19491525,8.165997323,8.916863362,6.144067797,10.93899407,12.30002623,7.274011299,7.917383821,4.87804878,16.10169492
267,18714,20583,39297,13136,6103,11626,5841,2591,33.4,15.5,29.6,14.9,6.6,54.4,34.17991152,49.13985894,73.4805684,83.05673485,34.1,72.1,17.3,49.8,27.3,69.1,50.5,88.8,71.1,95.7,72.4,0,27.5,0,0.03,28441,10825,2,16,13,99.47,0.03,0.02,0.01,0.000,0.47,95.90206998,95.08533643,97.06744868,1.775769675,2.180323474,1.198520974,0.646212042,0.902510946,0.280504909,0.950929915,1.143776249,0.675761826,0.725018388,0.6880529,0.777763611
268,8160,9068,17228,5303,2474,5002,2615,1834,30.8,14.4,29,15.2,10.6,25.3,8.488278092,13.55457817,38.12619503,61.66848419,17.5,31.9,7.6,9.5,9.7,16.8,23.9,47.8,44.9,76.7,16.6,0.1,83.1,0,0.20,2859,14317,10,7,35,98.99,0.12,0.07,0.12,0.000,0.70,69.06892382,56.11510791,88.91610533,18.82708585,28.03756994,4.71524801,7.629987908,11.73061551,1.347213717,2.007255139,1.978417266,2.051439069,2.466747279,2.138289369,2.969993876
269,17833,19987,37820,12033,5707,11750,5973,2357,31.8,15.1,31.1,15.8,6.2,61.6,41.80830559,58.96170213,77.51548636,82.77471362,35.4,83.6,17.1,63.8,29,84.6,52.4,94.9,70.3,96.1,79.9,0,20,0,0.00,30237,7571,0,12,0,99.17,0.06,0.01,0.01,0.000,0.75,95.63517566,94.53666545,97.19771666,1.499571551,2.3713973,0.25947068,0.771208226,1.112732579,0.285417748,1.001499572,1.158336374,0.778412039,1.092544987,0.820868296,1.478982875
270,17928,18546,36474,9828,4676,11450,7377,3143,26.9,12.8,31.4,20.2,8.6,21.9,9.217279726,16.15720524,26.59617731,51.00222717,17,26.7,8.3,10.2,11.4,20.7,20.4,32.4,42.7,59.2,49.4,4.6,40.1,0,5.92,18011,14622,1670,10,2161,66.41,5.80,12.10,13.56,0.000,2.12,89.23635963,86.60980457,94.44718252,6.177393602,8.761179198,1.051421061,1.833397566,2.500828089,0.509282077,1.695755107,1.77210997,1.544274684,1.057094092,0.356078172,2.447839658
271,5104,5758,10862,2317,1617,3524,2263,1141,21.3,14.9,32.4,20.8,10.5,9.7,2.535559678,5.87400681,11.75430844,27.60736196,6.4,12.6,1.5,3.7,4.2,7.4,6.9,15.8,21.5,32,20.2,1.5,74.3,0.2,3.85,2189,8073,162,20,418,68.28,1.82,5.67,23.90,0.028,0.29,21.99237888,21.66902405,22.5708502,31.62765378,39.71711457,17.15587045,12.24823081,14.85148515,7.591093117,7.294501905,8.118811881,5.819838057,26.83723462,15.64356436,46.86234818
272,32132,32182,64314,17174,9415,21259,11378,5088,26.7,14.6,33.1,17.7,7.9,23.4,8.613913967,17.19742227,33.91632976,52.75157233,16.1,30.6,6.6,10.6,12.1,22.5,21.8,44.7,37.6,69.4,1.3,0.1,97.2,0.1,1.19,864,62538,77,69,766,97.97,0.52,0.17,0.38,0.002,0.96,73.17594628,70.36817102,78.60740479,12.56285947,15.59016993,6.706724397,3.173838417,4.202448383,1.18405938,2.661928995,2.457518728,3.057347354,8.425426842,7.381691942,10.44446408
273,92105,93476,185581,28146,25935,85667,34724,11109,15.2,14,46.2,18.7,6,6.5,2.371312898,5.359123116,8.898744384,16.85120173,4.4,8.4,1.5,3.3,4.2,6.6,5.1,12.2,12.4,20.1,7.2,1.1,85.1,0.7,5.98,13279,157897,2064,1239,11102,92.32,2.34,1.19,3.39,0.129,0.63,2.584742298,2.92588237,1.975083561,37.26298958,41.174887,30.27195381,19.38057037,21.2590504,16.02349843,18.23038276,19.72597305,15.55758128,22.54131499,14.91420718,36.17188291
274,24949,26787,51736,15684,8072,15104,8923,3953,30.3,15.6,29.2,17.2,7.6,30.8,15.52279485,24.98675847,42.72105794,56.86820137,20,40.3,9.5,20.9,14.3,33.8,26,56.8,44.4,73.5,0.1,0,99.9,0,0.06,35,51670,2,0,29,99.79,0.08,0.02,0.08,0.000,0.03,92.16359047,89.17982287,96.92040106,5.40306042,8.067000385,1.156128504,1.179208077,1.572327044,0.552486188,1.025398328,0.969066872,1.115203601,0.228742704,0.211782826,0.255780643
275,17146,17573,34719,7962,4534,10688,6889,4646,22.9,13.1,30.8,19.8,13.4,21.2,11.60123511,15.08233533,24.06735375,40.48643995,19.3,23,11.9,11.2,13.3,16.9,21.7,26.1,38.1,42.8,6.3,1.3,90.8,0.2,1.45,2182,31534,443,55,505,86.10,2.70,2.07,5.35,0.000,3.78,81.41459744,77.58887172,88.86424838,11.14694185,15.26885219,3.120544907,2.031602709,2.391604978,1.330587676,2.042351929,2.212641341,1.710755584,3.364506073,2.538029773,4.973863456
276,129282,109493,238775,38386,31636,112689,44184,11880,16.1,13.2,47.2,18.5,5,10.9,4.47275256,9.52888037,14.29024081,28.96464646,7,15.7,4.2,4.9,7,12.8,7.4,21.5,15,39.2,77.7,1.3,15.3,1.5,4.23,185519,36476,3186,3501,10093,84.14,5.88,2.43,4.39,0.400,2.76,1.226348489,1.412037941,0.740475947,32.59601807,35.30973106,25.49535288,18.12835357,20.49943401,11.92421612,23.60773793,24.30813068,21.77509958,24.44154194,18.4706663,40.06485548
277,10920,11169,22089,4455,3360,7441,4594,2239,20.2,15.2,33.7,20.8,10.1,12.4,5.68452381,10.24055906,12.1898128,29.70075927,9.4,15.2,4.3,7.4,10.3,10.1,8.1,15.9,19.1,37.4,50.7,14.2,31.4,0.6,3.00,11209,6934,3143,140,663,49.98,4.52,7.90,35.64,0.222,1.74,18.09169765,18.43352457,17.25609756,31.09399894,34.84659516,21.92073171,15.44521154,17.46071339,10.51829268,12.40927598,13.1454228,10.6097561,22.9598159,16.11374408,39.69512195
278,14637,13437,28074,5807,4238,11471,4730,1828,20.7,15.1,40.9,16.8,6.5,9.1,3.728173667,7.584343126,10.57082452,27.297593,6.4,12.1,3,4.5,6.4,9.1,6.5,14.5,16.2,35,45.3,3.8,47.6,0.6,2.64,12721,13366,1066,180,741,62.00,4.37,2.86,29.45,0.157,1.16,8.872484156,8.740120874,9.267480577,33.52601156,36.76429568,23.86237514,17.03461244,18.92143189,11.40399556,18.76175221,19.95351,15.20532741,21.80513963,15.62064156,40.26082131
279,32636,32528,65164,19897,9632,17321,11236,7078,30.5,14.8,26.6,17.2,10.9,56,36.2333887,49.09647249,67.47953008,81.64735801,39.2,72.6,26.8,46.6,30.2,67.7,44.5,86.6,69.2,96,76,0.1,1,17,5.88,49549,651,33,11098,3833,71.26,0.33,0.18,0.15,7.839,20.24,56.61962842,49.05870396,77.33722318,17.46560772,21.69578474,5.874552447,8.715075876,11.55688913,0.928258852,9.172457807,11.25199632,3.474340273,8.02723018,6.436625853,12.38562525
280,11408,12829,24237,7959,4010,6587,3480,2201,32.8,16.5,27.2,14.4,9.1,57.5,47.80548628,49.46105966,67.06896552,84.189005,29.1,81.4,20.4,70.4,16.8,76.2,30.5,94.8,72.3,97.2,99.5,0,0.2,0.3,0.00,24116,49,0,72,0,99.57,0.17,0.00,0.00,0.260,0.00,89.52884192,83.11453146,98.51945854,3.971818582,6.201901313,0.846023689,0.563628358,0.935566621,0.042301184,5.70673712,9.491474272,0.401861252,0.22897402,0.256526332,0.19035533
281,8271,7456,15727,5000,2719,4885,1981,1142,31.8,17.3,31.1,12.6,7.3,70.7,60.53696212,64.05322416,86.57243816,96.05954466,56.4,87.2,50,71.6,45.5,89,75.2,97.3,93.6,98.6,70.2,0,0.6,29.2,0.01,11033,95,3,4595,1,86.81,0.12,0.06,0.04,0.095,12.87,80.78403421,75.18796992,96.66301969,2.922309337,3.663003663,0.820568928,1.19743407,1.561596298,0.164113786,13.78474697,18.33429728,0.875273523,1.31147541,1.253132832,1.47702407
282,8260,7683,15943,4783,2440,4642,2528,1550,30,15.3,29.1,15.9,9.7,44.4,20.90163934,35.97587247,62.22310127,77.41935484,27.7,62.7,16,26.2,18.3,56.7,38.1,86.8,59.4,95.9,96.7,0,1,1.7,0.61,15423,158,1,264,97,91.65,0.20,0.20,0.13,0.282,7.55,77.73251867,71.5919745,93.8484252,6.639511202,8.494280893,1.771653543,3.66598778,4.987811738,0.196850394,8.336727766,10.98818676,1.377952756,3.625254582,3.937746109,2.80511811
283,5957,5756,11713,3955,1825,3276,1798,859,33.8,15.6,28,15.4,7.3,69.3,57.20547945,62.94261294,82.31368187,91.73457509,54.9,84.3,51.2,64.4,45.9,82.5,63.9,96.9,84,99.3,54.5,0,0.8,44.5,0.22,6388,91,0,5208,26,52.51,0.48,0.00,0.01,0.367,46.63,86.03805858,83.55713894,94.84435798,3.207184092,3.891477117,0.778210117,2.159503956,2.685667306,0.291828794,7.846910413,9.701288024,1.26459144,0.748342955,0.164428611,2.821011673
284,33791,37192,70983,23528,12118,16811,11141,7385,33.1,17.1,23.7,15.7,10.4,79.6,66.19904275,78.10957111,86.93115519,94.01489506,68.1,89.1,57.4,75.1,64.1,88.8,73.4,96.3,88.2,99.2,32.7,0,0.3,67,0.01,23236,193,7,47543,4,35.06,0.10,0.02,0.03,53.034,11.76,80.22966975,77.60920743,89.43403161,8.490450788,9.986921266,3.234105108,2.785356517,3.515563693,0.220507166,3.155922955,3.594036097,1.617052554,5.338599992,5.294271515,5.494303565
285,4935,7116,12051,4499,1566,2745,1850,1391,37.3,13,22.8,15.4,11.5,63.3,45.84929757,54.02550091,76.43243243,84.04025881,43.6,74.1,39.8,49.4,32.5,66,45.3,88.3,64.1,98.8,53.9,0,0.2,45.9,0.01,6493,25,0,5532,1,84.07,0.03,0.00,0.02,15.783,0.10,58.58534085,36.56931304,94.96940857,18.50333162,28.83587001,1.427600272,2.742183496,4.319210202,0.135961931,10.12301384,15.79596874,0.747790619,10.04613019,14.47963801,2.719238613
286,45842,45195,91037,32258,15902,23509,12571,6797,35.4,17.5,25.8,13.8,7.5,89.5,85.15909948,87.86422221,93.50886962,98.07267912,82.3,96.4,79,92.7,78.7,96.3,87.1,98.7,96,99.8,34,0,2.5,63.5,0.00,30939,2247,0,57851,0,35.53,0.03,0.01,0.00,58.309,6.13,94.1863287,92.57178285,97.88082993,2.335175947,3.072809703,0.647277886,0.965349872,1.35622118,0.070934563,1.218821626,1.592591157,0.363539635,1.294323851,1.40659511,1.037417982
287,6206,7921,14127,5458,2065,3354,2137,1113,38.6,14.6,23.7,15.1,7.9,93.3,93.60774818,89.59451401,96.06925597,98.56244385,83.4,99.5,86,99,71.9,99.4,89.4,99.9,96.8,100,1.6,0,0.2,98.2,0.00,228,22,0,13877,0,52.98,0.01,0.00,0.00,46.931,0.08,86.36584182,81.44260075,98.80239521,6.453178069,8.804605486,0.513259196,1.2857836,1.794784964,0,5.579815623,7.754825601,0.085543199,0.315380883,0.203183204,0.598802395
288,7865,8431,16296,5358,2193,4346,2588,1811,32.9,13.5,26.7,15.9,11.1,67.4,52.25718194,59.45697193,79.86862442,87.24461623,50.2,82.6,46.7,58,39.3,79.5,57.5,93.5,74.2,98.9,41.2,0,2.5,56.3,0.02,6707,405,4,9177,3,61.87,0.08,0.08,0.12,25.657,12.19,56.80312553,48.53875476,90.30042918,16.00135893,19.67386701,1.115879828,3.855953797,4.764930114,0.17167382,16.52794293,20.30919102,1.201716738,6.811618821,6.713257094,7.210300429
289,14855,17811,32666,11156,5017,8091,4896,3506,34.2,15.4,24.8,15,10.7,79.2,66.7729719,77.88901248,84.88562092,91.92812322,63.1,91.1,54.9,78.2,60.1,90.5,63.8,97.2,82.2,99.4,30.4,0,0.3,69.3,0.00,9939,90,1,22636,0,30.34,0.06,0.08,0.02,45.445,24.05,82.13996945,77.61606928,95.49165779,6.666067739,8.708203031,0.638977636,3.54864792,4.714938658,0.106496273,3.997843859,4.943468848,1.206957756,3.647471027,4.017320183,2.555910543
290,28704,27055,57858,19279,9649,16887,7915,4128,33.3,16.7,29.2,13.7,7.1,73.1,64.13099803,69.13602179,82.19835755,93.28972868,60.6,86.2,55.6,74,54,85.5,68.8,93.9,87.4,98.8,37.9,0.1,5.2,56,0.78,21910,3025,61,32411,451,42.51,0.43,0.18,0.11,41.213,15.56,73.48898003,69.94007237,87.4416537,7.693694506,8.599050204,4.134252056,3.686843647,4.466304839,0.622360525,8.649208996,10.10289462,2.93398533,6.481272817,6.891677974,4.867748389
291,28228,30094,58322,21395,8776,17060,7628,3463,36.7,15,29.3,13.1,5.9,74.5,67.24020055,71.35990621,81.75144206,92.63644239,51.1,95.2,44.3,90.6,44.9,95,58.5,98.5,85.4,99.4,93,0,0,7,0.01,54232,14,1,4072,3,93.09,0.02,0.00,0.00,5.478,1.41,95.98370422,94.23958791,98.73267327,2.006226219,2.939883158,0.534653465,0.518851608,0.810352409,0.059405941,1.137630193,1.696086438,0.257425743,0.353587763,0.314090081,0.415841584
292,6470,5996,12466,4298,2274,3067,1793,1034,34.5,18.2,24.6,14.4,8.3,94.5,95.11873351,91.88131725,95.92861127,98.54932302,90.5,98.6,92.6,98.5,85.4,97.8,92,99.7,97.2,99.8,5.6,0,0.3,94.1,0.01,699,35,0,11731,1,5.87,0.02,0.00,0.02,93.246,0.84,89.47598253,87.43895822,97.87472036,2.532751092,2.984264786,0.67114094,1.855895197,2.278893109,0.111856823,2.248908297,2.631578947,0.67114094,3.886462882,4.666304938,0.67114094
293,12614,11305,23919,7371,4203,6614,3614,2117,30.8,17.6,27.7,15.1,8.9,61.9,40.3283369,59.01118839,75.37354732,91.11950874,48.2,78,32.9,49.4,40.5,80.5,57.9,93.3,85.4,98.9,92.6,0.1,0.4,6.9,0.05,22138,88,34,1648,11,96.12,0.15,0.26,0.01,0.385,3.06,83.48422497,79.29768751,95.87255612,6.346593507,8.063134712,1.267197683,3.228166438,4.2212162,0.289645185,5.130315501,6.460296097,1.194786387,1.810699588,1.957665484,1.375814627
294,15116,16985,32101,10394,5557,7493,4929,3728,32.4,17.3,23.3,15.4,11.6,72,60.17635415,67.78326438,80.19882329,87.31223176,57.6,83.8,54.4,66.2,51.4,80.3,57.1,94.4,74.4,99.2,50.1,0,0.4,49.4,0.01,16096,142,7,15853,3,66.51,0.06,0.05,0.04,31.351,1.99,86.17913173,82.36369871,96.30078836,5.138208683,6.800777232,0.727713766,2.183116128,2.937478569,0.181928441,3.967792811,5.189164476,0.727713766,2.531750643,2.708881015,2.06185567
295,16241,15543,31784,9918,5747,9028,4703,2388,31.2,18.1,28.4,14.8,7.5,76.5,66.59126501,73.5711121,85.28598767,94.17922948,67.2,86.1,61.9,71.6,61.1,86.6,74.1,96,89.7,98.9,81.2,0,0.3,18.4,0.04,25822,106,7,5835,14,78.84,0.14,0.03,0.03,0.107,20.86,83.66473149,80.19643215,92.76696476,6.240928882,7.616756865,2.630194634,1.966618287,2.565644418,0.394529195,4.071117562,5.201443175,1.104681746,4.056603774,4.419723391,3.103629669
296,10522,9778,20300,6091,3948,5603,2926,1732,30,19.4,27.6,14.4,8.5,75.8,66.2360689,73.58557915,83.32194122,92.147806,63.6,88.9,56,77.9,58.3,89.3,69.3,96.5,86.8,99.5,98.4,0,0.2,1.3,0.03,19980,46,3,265,6,98.09,0.04,0.02,0.05,0.000,1.80,91.14001219,88.02521008,97.6714915,4.44015444,6.317527011,0.503461296,1.026214184,1.44057623,0.157331655,2.4791709,3.37635054,0.597860289,0.914448283,0.840336134,1.069855255
297,20000,20532,40532,13514,7104,9981,5379,4554,33.3,17.5,24.6,13.3,11.2,74.5,62.89414414,70.6642621,82.15281651,91.98506807,53.7,94.1,38.9,86.8,43.4,95,62,97.9,86.1,99,98.6,0,0.2,1.1,0.05,39978,87,0,448,19,98.79,0.04,0.03,0.05,0.025,1.06,92.65151515,89.27541151,98.59575739,2.288961039,3.410826404,0.313713774,0.681818182,0.992703207,0.13444876,3.641774892,5.447140675,0.463101285,0.735930736,0.873918208,0.492978787
298,11678,11892,23570,7718,3925,5651,3628,2648,32.7,16.7,24,15.4,11.2,67.8,49.96178344,65.3158733,76.07497244,88.10422961,52.5,82.1,38.7,61.8,45.9,82.6,57.2,91,79.8,97.3,93.8,0,0.1,6.1,0.00,22114,21,0,1435,0,87.37,0.04,0.00,0.00,5.664,6.92,89.36190846,86.59942363,95.04744958,5.120248254,7.175792507,0.889679715,1.444918542,2.11815562,0.059311981,2.240108611,2.910662824,0.860023725,1.832816137,1.195965418,3.143534994
299,38405,38857,77262,25883,11664,23033,11878,4804,33.5,15.1,29.8,15.4,6.2,64.1,50.53155007,61.89814614,72.65532918,86.69858451,42.2,85.2,27.1,74.9,38.8,84.1,50.3,92,76.6,97.1,96.9,0,0.4,2.5,0.13,74894,279,29,1963,97,96.87,0.20,0.04,0.11,0.012,2.77,77.97382396,73.06378378,87.99188283,13.37821759,16.40216216,7.208399506,3.456281378,4.99027027,0.326451385,2.33320758,2.875675676,1.226398447,2.858469485,2.668108108,3.246867831
300,7967,7427,15394,4741,2753,4296,2235,1369,30.8,17.9,27.9,14.5,8.9,55.1,34.47148565,46.67132216,75.52572707,89.48137327,39.7,71.8,27,41.7,25.6,72.7,57.7,92.5,82,98.3,93.2,0,1,5.8,0.01,14345,154,1,892,2,97.69,0.18,0.05,0.05,0.052,1.97,81.99677467,76.65857605,96.05753863,4.222254801,5.461165049,0.958977091,1.099545521,1.476537217,0.10655301,11.72848556,15.45307443,1.917954182,0.952939452,0.950647249,0.958977091
301,7991,9425,17416,6424,2375,4901,2478,1238,36.9,13.6,28.1,14.2,7.1,72.3,65.43157895,68.31258927,78.1275222,89.66074313,46.8,91.7,40.4,86.3,37.7,90.1,51.8,96.8,80.4,98.6,93.6,0,0.2,6.3,0.00,16297,28,0,1091,0,93.57,0.11,0.01,0.01,0.023,6.29,86.89526847,81.16838488,94.8084837,5.303030303,8.293241695,1.171256727,1.342371079,2.199312715,0.158277936,2.830940989,4.238258877,0.886356442,3.628389155,4.100801833,2.975625198
302,8369,7522,15891,5217,2075,4685,2550,1364,32.8,13.1,29.5,16,8.6,81.8,71.18072289,79.06083244,88.03921569,95.96774194,70.5,94.7,62,81.5,62.3,96.8,77.9,99.3,93.5,99.8,81.7,0,0.4,17.9,0.00,12984,59,0,2848,0,81.52,0.02,0.01,0.01,0.749,17.69,94.66738486,92.86376274,99.45839488,0.915701589,1.241890639,0.049236829,0.269323997,0.352177943,0.049236829,4.080258551,5.486561631,0.344657804,0.067330999,0.055607044,0.098473658
303,6926,5950,12876,4161,2070,3552,2031,1062,32.3,16.1,27.6,15.8,8.2,73,66.23188406,67.8490991,79.81290005,90.48964218,64.3,83.4,65.2,67.6,56.8,82.2,66.7,92.3,83.9,98.9,54.8,0.1,1.6,43.5,0.02,7061,204,8,5600,3,77.20,0.54,0.61,0.09,0.986,20.58,83.03553898,81.41552511,92.98737728,5.43883762,6.073059361,1.542776999,2.572157864,2.945205479,0.280504909,6.40094247,7.191780822,1.542776999,2.552523071,2.374429224,3.646563815
304,19250,19133,38383,12947,6578,10202,5590,3066,33.7,17.1,26.6,14.6,8,83.9,76.90787473,81.75847873,88.94454383,96.47749511,74.6,92.6,70.4,84.5,70.1,92.3,78.8,97.4,93,99.5,34.1,0,1,64.9,0.01,13090,392,3,24894,4,34.14,0.05,0.04,0.03,63.531,2.21,89.82576016,88.08992774,95.50496205,3.826443457,4.701579088,0.963222417,2.541851725,3.256311892,0.204319907,2.740006833,3.229547685,1.138353765,1.06593782,0.722633598,2.189141856
305,16478,16588,33066,10585,5478,8092,5182,3729,32,16.6,24.5,15.7,11.3,68,55.87805769,63.65546218,75.22192204,85.33118799,52.4,82.9,43.5,69.1,45,81,55.3,90,76,96.4,85.8,0,0.5,13.7,0.05,28357,170,0,4524,15,85.55,0.13,0.09,0.01,2.562,11.66,76.32130872,70.55919395,89.38113725,6.63450783,9.047858942,1.164649463,2.481823266,3.506297229,0.159853848,6.117170022,8.191435768,1.415848367,8.445190157,8.695214106,7.878511076
306,11409,10529,21938,6805,3838,6224,3356,1715,31,17.5,28.4,15.3,7.8,78.9,67.11829078,76.9440874,87.6340882,95.6851312,69.1,89.8,60.8,74.3,63,92.2,77.2,98.1,93,99.2,76.3,0,0.7,23,0.00,16740,149,4,5044,1,73.83,0.08,0.36,0.06,0.310,25.36,92.0382794,89.66703357,98.0474198,3.413575375,4.430379747,0.836820084,1.13456985,1.582278481,0,3.305051302,4.210236654,1.011157601,0.108524073,0.110071547,0.10460251
307,26798,28566,55364,17725,8011,16149,8746,4733,32,14.5,29.2,15.8,8.5,69.3,59.19360879,64.87708217,75.47450263,89.94295373,47.4,89,36.9,80.8,40,87.7,53,93.3,81.2,98,96.6,0,0.4,3,0.01,53476,225,1,1654,8,96.89,0.22,0.03,0.02,0.089,2.75,96.7721678,95.37299339,99.55005624,1.067570962,1.567516525,0.074990626,0.276312484,0.415486308,0,1.682994223,2.417374882,0.224971879,0.200954534,0.226628895,0.149981252
