id,total_men,total_women,total_pop,age_0_10,age_11_19,age_20_39,age_40_59,age_60_and_over,age1,age2,age3,age4,age5,illiteracy,illiteracy11_19,illiteracy20_39,illiteracy40_59,illiteracy_60,illiteracy_m,illiteracy_f,illiteracy_m_11_19,illiteracy_f_11_19,illiteracy_m_21_39,illiteracy_f_21_39,illiteracy_m_40_59,illiteracy_f_40_59,illiteracy_m_60,illiteracy_f_60,orthodox,protestant,rcatholic,muslim,otherrel,orthd,cthlc,evngl,muslm,othr_r,s_lang_srb_cro_svn,s_lang_othr_slavic,s_lang_hungarian,s_lang_german,s_lang_albanian,s_lang_other,t_employed_agriculture_perc,t_employed_agriculture_men_perc,t_employed_agriculture_women_perc,t_employed_industry_perc,t_employed_industry_men_perc,t_employed_industry_women_perc,t_employed_commerce_perc,t_employed_commerce_men_perc,t_employed_commerce_women_perc,t_employed_public_service_perc,t_employed_public_service_men_perc,t_employed_public_service_women_perc,t_employed_other_perc,t_employed_other_men_perc,t_employed_other_women_perc
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16288,17263,33551,8748,5028,9819,6109,3847,26.1,15,29.3,18.2,11.5,5.5,1.213206046,2.148894999,5.025372401,20.22355082,4.6,6.2,1.1,1.3,2.5,1.9,3.8,6,15.8,24.7,0.1,0.1,99.8,0,0.05,20,33490,20,4,17,99.26,0.21,0.01,0.49,0.000,0.02,75.99930078,70.67682983,85.23832297,14.42139611,19.17531454,6.169296987,4.07295187,5.482597116,1.62601626,2.662859807,2.902011204,2.24772836,2.843491435,1.763247314,4.718635422
2,28413,30763,59176,14397,8858,18102,11110,6709,24.3,15,30.6,18.8,11.3,4.7,1.46759991,2.182079328,4.473447345,15.88910419,4.5,4.8,1.5,1.4,2.4,2,4.4,4.5,14.4,17.3,0.1,0.2,99.6,0,0.05,82,58946,110,9,29,98.70,0.26,0.04,0.95,0.002,0.05,61.71721649,55.0679369,72.03684253,25.91337935,31.81321256,16.75688778,4.226556069,4.883127701,3.207562414,2.127524853,2.488416888,1.567423447,5.445450516,4.810245198,6.431283833
3,7764,8977,16741,4897,2509,4701,2718,1916,29.3,15,28.1,16.2,11.4,5.1,1.634117178,2.042118698,3.863134658,18.99791232,3.9,6.1,1,2.3,2.3,1.8,4.4,3.5,12.2,23.8,1.2,0,98.6,0,0.19,202,16501,1,6,31,95.74,0.15,0.10,3.38,0.000,0.64,1.746724891,1.413189771,2.46555475,31.85474604,32.13324361,31.25453227,17.74304758,19.61641992,13.70558376,27.41898414,31.76312248,18.05656273,21.23649736,15.07402423,34.5177665
4,18313,19807,38120,9865,5798,10995,7353,4109,25.9,15.2,28.8,19.3,10.8,9.2,1.483270093,3.256025466,10.62151503,33.19542468,7.8,10.4,1.9,1.1,3.2,3.3,8.5,12.2,26.1,40.5,0.2,1.8,97.4,0,0.55,79,37134,694,3,210,84.70,0.13,14.81,0.23,0.000,0.13,80.92188036,75.74634548,87.39063304,10.61420565,15.87399629,4.040144107,2.436234702,3.191270331,1.492537313,2.344732929,2.635371629,1.981471951,3.682946357,2.553016265,5.095213587
5,16227,16131,32358,8630,4763,9762,5991,3212,26.7,14.7,30.2,18.5,9.9,13,3.254251522,6.013112067,17.67651477,39.9750934,11.8,14.2,3.4,3.1,5.6,6.4,15.5,19.8,35.9,44.3,0.2,0.3,99.5,0,0.03,69,32194,85,1,9,96.57,0.17,0.01,3.20,0.000,0.04,87.83507164,85.18729179,91.80367799,7.203431134,9.896806695,3.166483985,1.564479969,1.852604209,1.132626964,2.159079832,2.332006175,1.899890391,1.237937421,0.731291135,1.997320667
6,8500,9084,17584,4629,2424,5395,2929,2207,26.3,13.8,30.7,16.7,12.6,9.2,4.372937294,4.37442076,9.935131444,25.46443135,8.7,9.7,5.6,3.2,4.3,4.4,8.4,11,23.5,27.2,0,0,99.9,0,0.00,8,17574,2,0,0,99.77,0.06,0.00,0.16,0.000,0.01,59.42692737,50.34602076,75.91337411,26.97434091,35.77672555,10.99355265,4.180611825,5.190311419,2.347495454,3.100228994,3.441995993,2.479748719,6.317890905,5.244946276,8.265829063
7,18759,20811,39570,10718,5915,11947,6802,4188,27.1,14.9,30.2,17.2,10.6,5.3,1.301775148,1.715911944,5.792413996,20.10506208,5.5,5.1,1.7,0.9,2.1,1.4,6.1,5.6,20.9,19.4,0.1,0,99.8,0,0.02,55,39483,17,8,7,99.27,0.16,0.00,0.56,0.003,0.01,70.75549169,62.18081435,83.35022808,19.73927325,28.17460317,7.349214394,3.674810101,4.382332643,2.635580335,2.278792856,2.363699103,2.154080081,4.537056046,2.898550725,6.943740497
8,18389,19565,37954,9976,5822,10677,6394,5085,26.3,15.3,28.1,16.8,13.4,5,1.116454827,1.891917205,5.08289021,16.10619469,4.5,5.6,1.1,1.1,2.1,1.7,4.6,5.5,13.7,18.2,0.1,0,99.8,0,0.03,47,37881,12,2,12,76.45,0.21,0.01,23.24,0.000,0.10,61.27912506,55.56732964,69.27642091,27.24203519,34.39843495,17.22209541,3.309557775,3.676230844,2.796165259,3.147883975,2.852950766,3.560830861,5.021398003,3.505053799,7.14448756
9,10294,10940,21234,5708,3193,5903,4018,2412,26.9,15,27.8,18.9,11.4,6.9,2.505480739,3.794680671,6.893977103,20.43946932,6.9,6.9,2.1,2.9,4.4,3.2,6.8,7,19.3,21.5,0.1,0,99.8,0,0.01,21,21198,10,2,3,98.34,0.17,0.02,1.45,0.000,0.02,68.06752509,64.81883453,73.08982963,18.71641488,23.86875939,10.75116159,3.579032749,4.191016864,2.632937532,2.843962283,2.679913174,3.097573567,6.79306499,4.441476039,10.42849768
10,27952,31269,59221,14932,8752,19754,10080,5703,25.2,14.8,33.4,17,9.6,5.7,1.131170018,1.695859067,7.251984127,23.96984043,6.3,5.2,1.5,0.8,2.5,1,8,6.7,25.2,23,0.6,0.1,99,0.1,0.20,365,58602,71,66,117,98.79,0.47,0.03,0.63,0.035,0.05,74.55131556,70.55499203,80.57679703,14.74124412,20.1420084,6.598208433,3.075448684,3.579191422,2.315927463,2.326189232,2.159107376,2.578107931,5.305802405,3.564700768,7.930959144
11,26181,29071,55252,15547,8132,16340,9089,6144,28.1,14.7,29.6,16.5,11.1,6.9,1.537137236,2.086903305,7.349543404,26.07421875,7,6.8,1.7,1.3,2.7,1.5,7.4,7.3,24.4,27.7,0,0,99.9,0,0.06,26,55184,9,0,33,99.58,0.11,0.01,0.24,0.000,0.07,48.58577767,44.78157268,53.8795962,36.81291595,41.76330421,29.92410287,4.643209268,4.686258936,4.583302631,4.726398817,5.348159915,3.861174563,5.231698299,3.420704263,7.751823742
12,17312,17074,34386,9521,4895,10982,6056,2932,27.7,14.2,31.9,17.6,8.5,5.7,1.307456588,1.730103806,6.968295905,25.64802183,5.6,5.9,1.3,1.3,1.8,1.7,6.7,7.2,25.5,25.8,0.2,0.2,99.5,0,0.08,58,34220,72,7,29,98.85,0.30,0.04,0.79,0.000,0.03,77.80606906,74.87121795,82.01341143,11.93582142,16.2354195,5.772005772,2.309033833,2.611167032,1.875901876,2.560167422,2.474983717,2.682285035,5.423787932,3.866421931,7.656395892
13,19134,20687,39821,11278,5922,11776,6731,4114,28.3,14.9,29.6,16.9,10.3,5.2,0.607902736,1.188858696,5.407814589,22.63004375,5.5,4.8,0.7,0.5,1.5,0.9,6.8,4.4,22.9,22.4,0.1,0,99.9,0,0.01,26,39771,19,0,5,99.55,0.13,0.01,0.29,0.000,0.03,35.42354235,26.77289441,55.42510121,45.88069918,56.29486955,21.80161943,5.78168928,6.627560847,3.825910931,2.774721917,2.109963229,4.311740891,10.13934727,8.194711959,14.63562753
14,38936,40583,79519,20296,12393,26482,13294,7054,25.5,15.6,33.3,16.7,8.9,3.3,0.685871056,0.978022808,3.550473898,16.54380493,3.3,3.4,0.8,0.6,1.2,0.7,3.7,3.4,16.5,16.6,0.4,0.1,99.4,0.1,0.03,279,79081,88,45,26,99.08,0.31,0.02,0.51,0.021,0.06,65.7272146,61.14304218,72.82526949,20.46628302,26.07463774,11.7824016,3.964389356,4.598073343,2.98320381,2.341252275,2.371893467,2.293807972,7.500860755,5.812353275,10.11531712
15,19643,21738,41381,10791,5946,11932,7770,4942,26.1,14.4,28.8,18.8,11.9,4.8,1.833165153,2.355011733,5.173745174,13.43585593,3.9,5.6,2,1.6,2.2,2.5,4.2,5.9,9.7,16.7,0.2,0.8,99,0,0.06,71,40961,323,0,26,93.10,0.23,0.05,6.58,0.000,0.05,43.01172442,38.51343581,50.36336299,33.49187852,38.62460229,25.1033705,8.59949107,10.21581631,5.957900013,4.444814383,4.837658604,3.802781606,10.45209161,7.808486986,14.77258489
16,13536,13903,27439,7308,3989,8307,4483,3352,26.6,14.5,30.3,16.3,12.2,4.5,0.977688644,1.276032262,3.702877537,17.60143198,4.8,4.2,1.2,0.8,1.9,0.7,4.1,3.4,17.1,18.1,0.9,0,99,0,0.03,255,27167,7,3,7,99.62,0.18,0.00,0.16,0.004,0.04,2.104756239,2.306945119,1.821766025,28.75839211,31.49587178,24.92692543,21.20619812,21.96697426,20.1413908,23.61122914,25.86206897,20.46087961,25.08427523,18.36813987,34.48439943
17,26189,28688,54656,13834,7641,16967,10602,5612,25.3,14,31,19.4,10.3,5.3,1.505038608,2.257323039,3.857762686,15.93014968,4.2,4.6,1.7,1.3,2.5,2,4,3.8,13,18.7,0.4,0.3,99.2,0,0.08,222,54223,161,9,41,97.70,0.33,0.08,1.81,0.000,0.07,81.0456657,77.38558181,86.22697438,9.952668946,13.85731379,4.425153504,2.125514944,2.617409512,1.429176371,2.274520116,2.587496261,1.831463053,4.601630292,3.552198624,6.087232691
18,16473,16658,54877,14576,7510,16273,10171,6347,26.6,13.7,29.7,18.5,11.6,2.6,1.997336884,2.562526885,5.279716842,16.4014495,5.1,5.6,2.5,1.5,2.9,2.3,4.8,5.7,14.3,18.3,0.6,0.7,98.7,0,0.04,342,54153,361,1,20,96.18,0.69,0.03,3.06,0.000,0.03,63.74862031,57.84551056,73.66863905,19.49503311,24.46082746,11.15014793,5.504966887,6.679137324,3.531804734,5.394591611,6.723151408,3.161982249,5.856788079,4.291373239,8.487426036
19,3828,3774,7602,944,1130,3189,1657,682,12.4,14.9,41.9,21.8,9,2.9,0.088495575,4.045155221,1.086300543,6.158357771,4.3,1.4,0,0.2,7.1,0.3,0.9,1.2,4.2,7.4,4.4,2.2,91.6,1.3,0.49,337,6967,164,97,37,91.92,1.20,0.13,5.91,0.645,0.20,2.030537589,2.206538493,1.698546289,34.1003075,32.80603553,36.54169855,21.86406532,26.16208323,13.75669472,18.8156081,21.89502718,13.006886,23.1894815,16.93031557,34.99617445
20,28408,31357,59765,8267,8948,24241,13122,5187,13.8,15,40.6,22,8.7,2.4,0.659365221,2.702033744,1.40984606,6.824754193,3.1,1.8,0.8,0.5,4.8,0.7,1.2,1.6,3.8,8.7,3.6,0.5,94.9,0.6,0.41,2122,56708,320,368,247,95.13,1.38,0.09,2.89,0.122,0.38,53.8958362,46.54479379,66.09116653,27.55256287,34.35383514,16.26929752,7.427511337,10.1481196,2.914040376,2.841143328,2.951379329,2.658262538,8.282946269,6.001872144,12.06723303
21,26629,28027,33131,4759,5174,12560,7532,3106,14.4,15.6,37.9,22.7,9.4,4.4,0.251256281,2.380573248,1.898566118,8.692852543,3.2,2,0.3,0.2,4.2,0.3,2.1,1.8,6.4,10.4,3.7,2,92.9,0.7,0.69,1219,30794,674,217,227,89.41,1.74,0.15,8.27,0.244,0.19,79.12012091,76.19047619,83.25150459,10.4481535,13.96563342,5.487804878,2.58246813,3.548966757,1.219512195,2.273623341,2.498876909,1.955970858,5.575634117,3.796046721,8.085207475
22,2039,2218,4257,585,706,1470,957,539,13.7,16.6,34.5,22.5,12.7,3.2,0.991501416,1.700680272,1.985370951,12.43042672,2.9,3.5,0.7,1.4,2.7,0.8,1.4,2.4,11.3,13.1,2.6,2,94.5,0.4,0.59,109,4021,84,18,25,85.51,0.96,0.19,13.13,0.000,0.21,82.16862894,77.81134609,87.84433756,10.4253703,14.73648875,4.809794491,2.905431067,3.222557905,2.492348054,2.316748956,2.484055052,2.098819414,2.183820737,1.745552199,2.754700481
23,4865,5671,10536,3208,1652,2879,1670,1127,30.4,15.7,27.3,15.9,10.7,9.7,1.997578692,4.06391108,13.53293413,29.63620231,6.9,11.9,2.2,1.8,2.8,5.1,8.7,16.3,22.1,36.2,0.4,0,78.4,0,21.18,44,8260,0,0,2232,99.39,0.17,0.01,0.14,0.009,0.28,87.19608788,84.7518933,91.00846262,6.15744886,8.415282017,2.635754584,1.873407259,2.215440262,1.339915374,2.410634341,2.910591161,1.630818054,2.362421654,1.706793263,3.385049365
24,25357,27240,52597,12577,7381,15059,11057,6523,23.9,14,28.6,21,12.4,10.4,2.411597345,3.798392988,11.78438998,32.10179365,8.1,12.4,2.1,2.7,3.6,4,8.2,14.7,24.3,40.1,0.2,42.3,57,0,0.53,96,29980,22230,12,279,92.96,0.13,3.73,2.67,0.000,0.51,72.96913935,70.50625527,76.53405892,12.96530573,17.35269333,6.614749484,3.549932912,4.018927854,2.871082755,3.431090665,3.344785117,3.556014262,7.08453134,4.777338433,10.42409458
25,24259,26146,50405,14282,7677,14803,8024,5619,28.3,15.2,29.4,15.9,11.1,6.1,1.654292041,1.979328514,5.483549352,23.97223705,5.8,6.3,2,1.3,2.3,1.7,5.3,5.6,21.7,26,0.1,0,99.8,0.1,0.02,71,50285,9,29,11,95.07,0.16,0.00,4.66,0.036,0.07,83.24488639,80.12832181,87.3114832,8.825802463,12.38623953,4.180026125,2.112422072,2.830360393,1.175632348,1.522489567,1.524390244,1.5200095,4.294399505,3.130688023,5.81284883
26,33073,37969,71042,18972,10114,20437,13352,8167,26.7,14.2,28.8,18.8,11.5,4.1,1.898358711,1.981699858,3.437687238,13.12599486,3.4,4.6,1.9,1.9,1.8,2.2,3,3.8,10.2,15.5,0.2,0.1,99.7,0,0.05,115,70830,62,1,34,99.18,0.21,0.04,0.54,0.000,0.03,3.924586379,3.808908974,4.095238095,30.08849558,32.98902518,25.80952381,16.62177761,17.62427372,15.14285714,20.08464794,23.24080052,15.42857143,29.2804925,22.33699161,39.52380952
27,17969,18353,36322,8267,5219,12335,7087,3414,22.8,14.4,34,19.5,9.4,2.9,0.747269592,1.126874747,2.934951319,12.85881664,3,2.9,0.8,0.7,1.2,1.1,3.3,2.6,12.9,12.8,0.7,0.2,99,0,0.06,254,35960,75,10,23,98.61,0.34,0.02,0.92,0.014,0.10,37.09677419,31.38142748,47.83674647,41.62993388,49.79278588,26.29074127,8.154678421,8.848810437,6.850302855,4.683430174,4.78894858,4.485145659,8.43518333,5.188027629,14.53706374
28,14849,15397,30246,8149,4728,9068,5173,3128,26.9,15.6,30,17.1,10.3,8,2.559221658,3.826643141,10.26483665,24.55242967,7.6,8.4,3,2.1,4,3.6,9.6,10.8,21.3,27.9,0.4,0.1,99.5,0,0.03,117,30089,24,7,9,98.89,0.16,0.01,0.91,0.010,0.03,63.89592732,58.06190573,73.05798253,21.92077127,29.04106818,10.73868149,4.418762746,5.522961764,2.684670373,3.176565107,2.761480882,3.828435266,6.587973549,4.612583451,9.690230342
29,21632,23923,45555,11640,6765,12746,8500,5904,25.6,14.9,28,18.7,13,6,2.084257206,3.342225012,5.929411765,16.0399729,5.9,6,2.3,1.9,3.9,2.9,6.4,5.6,13.7,18.2,0.1,0,99.9,0,0.02,34,45498,13,2,8,99.37,0.09,0.01,0.53,0.000,0.01,82.352464,80.38284101,85.17568101,8.302575542,11.45080218,3.789972365,1.975258568,2.403084762,1.362021319,2.165889272,2.258486539,2.033162258,5.203812614,3.504785513,7.639163048
30,7441,8199,15640,5526,2123,4856,2314,821,35.3,13.6,31,14.8,5.2,60.1,40.79133302,58.48434926,72.81763181,84.28745432,31.6,84.7,12.4,64.7,28.4,86.2,42.8,94.9,69.6,97.7,99.9,0,0.1,0.1,0.00,15617,12,0,11,0,99.91,0.02,0.01,0.00,0.006,0.06,94.41050703,92.66418258,97.73735581,2.810018326,3.865859339,0.798580302,1.038485034,1.513740102,0.133096717,1.313378131,1.700046577,0.57675244,0.397067807,0.256171402,0.665483585
31,12738,13542,26280,10300,3008,8142,3629,1201,39.2,11.4,31,13.8,4.6,63.9,42.38696809,63.74355195,74.78644255,85.59533722,33.7,90.7,13.3,70.7,32,93.2,44.8,97.4,69.3,99.2,99.5,0,0.1,0.4,0.00,26154,20,1,104,1,99.71,0.09,0.02,0.00,0.000,0.19,95.79055441,94.28284855,98.60776439,2.464065708,3.496202894,0.535475234,0.429344783,0.630462817,0.053547523,1.036027627,1.346897836,0.455153949,0.280007467,0.243587907,0.348058902
32,39591,39011,78602,27389,12033,23429,12175,3576,34.8,15.3,29.8,15.5,4.5,58,39.57450345,57.95381792,68.78028747,83.86465324,37.2,79.2,20.9,58.9,35.2,82.3,47.6,88.6,74.3,92.4,72.6,2.6,3,21.3,0.51,57038,2344,2074,16744,402,94.69,0.46,0.94,2.95,0.057,0.91,84.66795055,82.82005599,89.72157773,6.824252966,8.335454314,2.691415313,3.214884761,3.855942988,1.461716937,2.575013978,2.926953423,1.612529002,2.717897745,2.061593281,4.512761021
33,49432,48530,97962,34152,15742,28636,15288,4144,34.9,16.1,29.2,15.6,4.2,65,55.02477449,62.06523257,74.96075353,86.82432432,46.4,83.9,36.4,74.1,41,83.9,58.9,90.9,78.3,94.3,35.7,0.1,43.1,20.9,0.25,34956,42208,109,20443,246,98.97,0.24,0.37,0.30,0.046,0.07,86.9456252,85.29591421,91.2741519,4.825671392,5.901316683,2.003383492,3.749477874,4.581240668,1.567091087,2.027076832,2.158273381,1.682842133,2.452148701,2.063255056,3.472531386
34,15591,14532,30123,10542,4575,9233,4399,1374,35,15.2,30.7,14.6,4.6,77,58.77595628,78.80428896,86.81518527,94.68704512,67.4,87.4,50,68.5,67.2,91.1,78.5,95.8,91.6,98,29.5,0,0.6,69.9,0.03,8881,184,4,21046,8,98.32,1.28,0.01,0.07,0.003,0.32,89.56291,87.16946188,95.60810811,4.061325275,5.010803581,1.663201663,1.614210953,2.088692252,0.415800416,1.805852436,2.222450869,0.753638254,2.955701334,3.508591419,1.559251559
35,7869,8465,16334,5358,2014,5080,2703,1179,32.8,12.3,31.1,16.5,7.2,65.7,54.816286,60.61023622,75.28671846,84.4783715,36.9,90.6,24.4,80.3,30.6,89.5,46.1,96.5,68.1,98.4,99.7,0,0.2,0,0.01,16290,36,0,6,2,99.96,0.01,0.01,0.01,0.000,0.01,95.97647373,94.50710109,98.58893427,2.178853095,3.111946533,0.51986632,0.695094239,1.04427736,0.074266617,0.882234995,1.127819549,0.445599703,0.267343938,0.208855472,0.371333086
36,17887,19238,37125,13061,5191,10996,5597,2280,35.2,14,29.6,15.1,6.1,59.5,46.06048931,55.92033467,69.87671967,82.36842105,26.8,88,14.1,73.9,20.6,88.3,36.5,95.8,64.1,98.2,100,0,0,0,0.00,37112,13,0,0,0,99.89,0.02,0.00,0.00,0.000,0.08,97.59675406,96.96352348,98.7394958,1.111111111,1.406674428,0.577731092,0.561797753,0.824602251,0.087535014,0.674157303,0.727590221,0.577731092,0.056179775,0.077609624,0.017507003
37,13099,12047,25146,8887,3905,7309,3761,1284,35.3,15.5,29.1,15,5.1,75.3,65.83866837,74.46983171,82.55783036,87.38317757,66.9,84.4,57.7,74.8,64.4,85.1,75.2,90.9,84.1,91.1,2.3,0,63.5,34.1,0.08,566,15972,0,8587,21,99.73,0.12,0.00,0.09,0.008,0.05,89.43820225,89.33300025,89.70823982,5.860674157,6.020484637,5.450464893,1.707865169,2.073444916,0.769477397,1.501123596,1.673744691,1.05803142,1.492134831,0.899325506,3.01378647
38,22420,23329,45749,17540,4904,14481,6855,1969,38.3,10.7,31.7,15,4.3,57.4,37.66313214,55.63842276,67.71699489,83.74809548,28.7,83.4,16,60.1,25.9,84.7,37.1,91.6,64.5,95.3,97.9,0,0.3,1.8,0.02,44775,135,10,820,9,99.01,0.14,0.07,0.08,0.020,0.68,90.23060568,88.11485244,94.76027397,4.737502044,6.24650084,1.506849315,1.548274546,2.151483644,0.256849315,1.760889713,2.023514357,1.198630137,1.722728016,1.463648724,2.27739726
39,7640,6980,14620,5435,2104,4403,2045,633,37.2,14.4,30.1,14,4.3,82.2,79.94296578,78.90074949,87.97066015,93.36492891,72.1,93.6,69,91.5,66.6,92.8,81,96.3,90.3,97.2,32.4,0.1,8.2,58.9,0.34,4740,1202,12,8616,50,99.18,0.23,0.14,0.17,0.041,0.23,90.33212759,88.40611354,96.20505992,3.863860572,4.585152838,1.664447403,3.387043736,4.301310044,0.599201065,1.611312068,1.855895197,0.86551265,0.805656034,0.851528384,0.665778961
40,14769,15503,32739,10952,4319,10073,5451,1944,33.5,13.2,30.8,16.6,5.9,58.8,37.43922204,55.92177107,71.89506513,84.97942387,29.1,85,11.1,61.9,24.7,85.5,40.8,95.9,66.4,98.7,99.9,0,0.1,0,0.00,32699,38,0,2,0,99.91,0.03,0.00,0.02,0.000,0.04,95.8179002,94.19205228,98.69451697,2.121354973,3.046273848,0.484893696,0.841807529,1.264888795,0.093248788,0.942824433,1.285970275,0.335695636,0.27611287,0.210814799,0.391644909
41,16255,17356,33611,11277,4968,10208,5215,1943,33.6,14.8,30.4,15.5,5.8,53,31.23993559,50.22531348,67.80441035,83.94235718,23.4,78.8,8.7,51.7,19,79.6,35.5,93.6,61.4,98.3,99.8,0,0.2,0,0.00,33543,61,0,7,0,99.89,0.06,0.01,0.00,0.000,0.04,96.06659591,94.52054795,98.86342463,2.341469886,3.398908229,0.428544811,0.736269568,1.13296941,0.018632383,0.643406739,0.731280255,0.48444196,0.212257893,0.21629416,0.204956214
42,30438,32513,62951,19785,6935,21066,11042,4123,31.4,11,33.5,17.5,6.5,59,38.54361932,55.31187696,70.24995472,82.48847926,29,86,14.3,61.6,24.5,86.3,37.7,94.8,61.2,97.7,99.5,0,0.3,0.1,0.04,62660,196,14,58,23,97.85,0.21,0.12,0.06,0.010,1.75,92.76335878,90.26626606,97.50270377,4.244274809,6.05055947,0.81604562,1.112807464,1.595524244,0.196637499,1.509754029,1.802735184,0.953691869,0.369804919,0.284915044,0.530921247
43,12033,12787,24820,8555,3523,7322,3779,1641,34.5,14.2,29.5,15.2,6.6,61.7,48.96395118,59.25976509,69.70097909,81.90127971,31.7,89,19.9,75.9,27.5,89.7,36.1,95.7,66.1,97.6,99.8,0,0.1,0.1,0.03,24764,19,0,30,7,99.94,0.03,0.00,0.02,0.000,0.01,94.85012897,92.6286509,98.791019,2.766165614,4.172461752,0.271403898,1.120697323,1.613351878,0.246730817,1.013964244,1.349095967,0.419442388,0.24904385,0.236439499,0.271403898
44,21752,21802,43554,13448,5534,14736,7335,2501,30.9,12.7,33.8,16.8,5.7,47.8,29.14709071,45.36509229,59.08657123,70.85165934,24.6,70.7,11.8,47.5,21.1,71.6,34.6,79.8,51.8,85.3,96,0.1,2.2,1.5,0.29,41795,942,33,658,126,96.76,0.71,0.51,0.42,0.092,1.51,69.39989007,65.18273857,79.05027933,11.72238045,14.68370791,4.945777194,6.560735522,8.494291664,2.136049951,6.520761505,7.76908164,3.664147223,5.796232449,3.870180225,10.2037463
45,13116,14169,27285,9651,3285,8512,4330,1507,35.4,12,31.2,15.9,5.5,64.2,46.75799087,59.59821429,77.82909931,88.65295289,32.7,91.3,13.7,77.1,26.2,91.1,48.6,98.6,75.5,99.2,99.9,0,0.1,0,0.00,27251,28,0,6,0,99.49,0.07,0.01,0.01,0.000,0.43,97.46506337,96.42437688,99.18191604,1.243093923,1.918308756,0.129171152,0.454988625,0.717734569,0.021528525,0.682482938,0.822132324,0.452099031,0.154371141,0.117447475,0.215285253
46,16773,17650,29008,9426,3537,9783,4683,1579,32.5,12.2,33.7,16.1,5.4,55.1,35.8778626,53.32720025,65.64168268,78.08739709,29.8,78.6,17.1,53.9,28,79.2,37.4,89.3,53.2,93.8,99.1,0,0.7,0,0.08,28759,209,7,11,22,98.38,0.40,0.19,0.12,0.014,0.90,81.94233687,77.64282501,90.85820896,8.596358118,11.79712101,1.958955224,3.566009105,4.869545659,0.862873134,1.646433991,1.911830859,1.09608209,4.248861912,3.778677463,5.223880597
47,18015,19059,37074,12792,4565,11956,5924,1837,34.5,12.3,32.2,16,5,60,37.8313253,57.94580127,73.51451722,85.19324986,30.5,86.6,13.3,62.5,28.1,87.7,42.8,96.9,62.8,98.9,99.9,0,0.1,0,0.01,37025,41,2,3,3,98.49,0.10,0.03,0.02,0.000,1.36,95.79872397,94.22222222,98.72721018,2.239075479,3.240740741,0.378396973,0.650054171,0.944444444,0.103199174,1.17370892,1.518518519,0.533195734,0.138437462,0.074074074,0.257997936
48,13846,14693,28539,9791,3798,8804,4608,1538,34.3,13.3,30.8,16.1,5.4,54.3,33.6492891,51.71512949,67.40451389,80.36410923,24.3,81.1,9.7,56,19.3,82.6,35.4,92.9,61.4,96.1,99.3,0,0.6,0.1,0.00,28340,166,0,33,0,99.47,0.02,0.40,0.01,0.014,0.09,90.35742653,87.30350665,96.2037037,4.424146148,6.336154776,0.763888889,1.930103257,2.732769045,0.393518519,1.667990469,2.15235792,0.740740741,1.620333598,1.475211608,1.898148148
49,13802,14546,28348,10201,3703,8774,4230,1440,36,13.1,31,14.9,5.1,61.7,46.31379962,59.02666971,72.22222222,86.66666667,34.4,86.4,17.4,71.4,31.1,86.8,44.3,94.7,73.1,97.8,99.6,0,0.1,0.3,0.00,28225,36,1,86,0,99.84,0.08,0.02,0.01,0.000,0.05,94.15171748,92.08400646,97.94708029,3.105140375,4.510997887,0.524635036,1.262971603,1.82676774,0.22810219,1.158394337,1.329688083,0.843978102,0.321776205,0.248539829,0.45620438
50,13090,13582,26672,10539,2874,8249,3825,1185,39.5,10.8,30.9,14.3,4.4,68.5,53.82741823,67.34149594,75.68627451,88.35443038,40.3,93.9,21.6,84.2,38.7,95,48.3,97.2,76.2,98,96.2,0,0.1,3.6,0.09,25655,24,0,968,25,99.21,0.04,0.00,0.03,0.000,0.72,94.7920434,93.17391909,97.80191363,2.549728752,3.447796469,0.879234549,0.994575045,1.348533296,0.336177916,1.075949367,1.418045322,0.439617274,0.587703436,0.611705825,0.543056633
51,22879,21324,44203,17442,5334,13365,5823,2239,39.5,12.1,30.2,13.2,5.1,74.4,60.55493063,72.36064347,84.30362356,93.38990621,61.1,88.6,47.9,73.6,55.5,90.3,74.4,95.5,89.7,97.4,47.2,0,2.3,50.3,0.15,20865,1036,15,22219,68,99.52,0.22,0.04,0.13,0.002,0.09,88.27478442,86.39993797,93.79278868,6.562879796,8.172443204,1.825650388,2.540656288,3.210048849,0.570515746,1.660975751,1.674808095,1.620264719,0.960703744,0.542761883,2.190780466
52,75745,68165,143910,38626,22346,52379,22906,7653,26.8,15.5,36.4,15.9,5.3,41.7,31.27181598,38.26151702,50.5806339,68.45681432,31.2,53.7,21.4,41.8,27.3,52.1,40.6,61.2,62.2,74.3,38.5,0.4,20.4,34.9,5.68,55477,29395,598,50270,8170,92.66,1.80,0.40,1.74,0.271,3.14,35.1037968,32.83371815,42.02302141,22.38150664,24.40222283,16.2223415,11.72631238,13.12370367,7.467048369,19.04881175,21.22060032,12.42917636,11.73957244,8.419755019,21.85841236
53,18061,17149,35210,13287,4243,11110,4980,1590,37.7,12.1,31.6,14.1,4.5,84.2,74.59344803,83.39333933,90.42168675,96.22641509,73.7,95.2,63,87.3,70.5,96.4,83.3,97.8,93.7,99.3,50.5,0,0.3,49.2,0.02,17766,103,3,17332,6,99.78,0.02,0.01,0.01,0.043,0.14,96.26298455,95.18261674,98.61250754,1.817836331,2.431807675,0.482606073,0.829744109,1.183541378,0.060325759,0.772738789,0.970873786,0.341845968,0.316696225,0.231160425,0.502714659
